go_id	rep_id	n_input	n_readout	disc_QC_med	STCRC_mol	STCRC_dM1	STCRC_dM2	USZ_mol	USZ_dM1	USZ_dM2
GOBP_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_DEHYDROGENASE	GOBP_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_DEHYDROGENASE	2	1	0.0171	-0.0092	0.00	0.00	0.0273	0.12	0.44
GOBP_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_OXIDASE	GOBP_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_OXIDASE	4	3	0.0411	0.4041	0.40	0.41	0.1948	8.82	15.32
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS	GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS	45	45	0.0638	0.8675	10.98	4.42	0.7866	72.89	13.43
GOBP_FATTY_ACID_CATABOLIC_PROCESS	GOBP_FATTY_ACID_CATABOLIC_PROCESS	23	22	0.0593	0.7790	12.46	5.39	0.3891	57.23	11.29
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	16	15	0.0435	0.6619	1.13	1.84	0.3338	51.97	20.90
GOBP_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS	GOBP_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS	4	4	0.0762	0.2293	0.30	0.06	0.0283	0.52	1.02
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	23	22	0.0452	0.6788	8.47	7.64	0.4367	53.77	16.58
GOBP_FATTY_ACID_ELONGATION	GOBP_FATTY_ACID_ELONGATION	4	3	0.0168	0.2399	-0.06	-0.60	0.0969	41.13	18.74
GOBP_FATTY_ACID_ELONGATION_SATURATED_FATTY_ACID	GOBP_FATTY_ACID_ELONGATION_SATURATED_FATTY_ACID	2	2	0.0110	0.1029	-0.14	-0.40	0.0386	18.73	23.05
GOBP_FATTY_ACID_HOMEOSTASIS	GOBP_FATTY_ACID_HOMEOSTASIS	4	4	0.0778	0.2550	-0.80	0.41	0.3212	0.36	-0.07
GOBP_FATTY_ACID_METABOLIC_PROCESS	GOBP_FATTY_ACID_METABOLIC_PROCESS	108	107	0.1320	0.9257	34.45	3.20	0.8726	88.97	7.52
GOBP_FATTY_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_FATTY_ACID_TRANSMEMBRANE_TRANSPORT	6	6	0.0370	0.3774	-0.72	-0.33	0.2620	10.54	8.28
GOBP_FATTY_ACID_TRANSPORT	GOBP_FATTY_ACID_TRANSPORT	40	40	0.1127	0.7676	4.10	0.01	0.6663	57.00	6.81
GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS	GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS	7	7	0.0458	0.5106	2.28	2.13	0.1606	39.97	12.41
GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS	GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS	11	10	0.0538	0.6411	4.87	2.73	0.1881	53.39	12.12
GOBP_FAT_CELL_DIFFERENTIATION	GOBP_FAT_CELL_DIFFERENTIATION	65	65	0.0970	0.8807	17.73	5.77	0.7680	71.60	16.84
GOBP_FAT_CELL_PROLIFERATION	GOBP_FAT_CELL_PROLIFERATION	5	4	0.0532	0.3852	0.62	0.93	0.3664	5.19	2.34
GOBP_FAT_PAD_DEVELOPMENT	GOBP_FAT_PAD_DEVELOPMENT	2	2	0.0495	0.2845	0.96	1.96	0.1812	4.34	1.48
GOBP_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	GOBP_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	5	4	0.0131	0.1683	0.70	1.31	0.0925	-0.46	-1.34
GOBP_FAT_SOLUBLE_VITAMIN_CATABOLIC_PROCESS	GOBP_FAT_SOLUBLE_VITAMIN_CATABOLIC_PROCESS	4	4	0.0177	0.0066	-0.93	-0.42	0.0592	0.83	1.97
GOBP_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	GOBP_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	16	16	0.0398	0.4579	0.53	0.38	0.3450	35.30	9.79
GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY	GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY	5	5	0.0178	0.2450	0.02	0.29	0.1258	1.56	3.22
GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY	GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY	8	8	0.0442	0.4031	4.77	5.25	0.2394	10.82	12.45
GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	8	7	0.0322	0.4781	3.72	5.45	0.2930	10.07	4.45
GOBP_FC_RECEPTOR_SIGNALING_PATHWAY	GOBP_FC_RECEPTOR_SIGNALING_PATHWAY	14	14	0.0311	0.3349	-1.51	-1.39	0.2951	12.82	4.43
GOBP_FEAR_RESPONSE	GOBP_FEAR_RESPONSE	19	19	0.0546	0.4343	-0.13	-0.10	0.4592	34.11	22.42
GOBP_FEEDING_BEHAVIOR	GOBP_FEEDING_BEHAVIOR	36	35	0.0414	0.5562	1.84	0.99	0.2964	36.58	4.58
GOBP_FEMALE_GAMETE_GENERATION	GOBP_FEMALE_GAMETE_GENERATION	46	45	0.0679	0.7460	17.95	5.74	0.4536	55.64	25.79
GOBP_FEMALE_GENITALIA_DEVELOPMENT	GOBP_FEMALE_GENITALIA_DEVELOPMENT	6	6	0.0325	0.1988	0.84	1.56	0.1589	15.72	1.77
GOBP_FEMALE_MATING_BEHAVIOR	GOBP_FEMALE_MATING_BEHAVIOR	2	2	0.0755	0.0828	0.18	0.40	0.0251	1.71	0.82
GOBP_FEMALE_MEIOSIS_CHROMOSOME_SEGREGATION	GOBP_FEMALE_MEIOSIS_CHROMOSOME_SEGREGATION	3	2	0.0266	0.2402	1.16	0.61	0.0485	42.82	45.87
GOBP_FEMALE_MEIOSIS_I	GOBP_FEMALE_MEIOSIS_I	3	3	0.0307	0.4877	2.94	2.62	0.1323	30.12	20.25
GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION	GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION	12	11	0.0498	0.6364	10.55	5.23	0.2742	52.52	37.70
GOBP_FEMALE_SEX_DIFFERENTIATION	GOBP_FEMALE_SEX_DIFFERENTIATION	39	38	0.0551	0.7051	6.66	3.45	0.6327	42.25	26.32
GOBP_FERMENTATION	GOBP_FERMENTATION	2	2	0.0243	0.1309	0.43	0.43	0.0314	6.64	13.05
GOBP_FERROPTOSIS	GOBP_FERROPTOSIS	6	6	0.0917	0.7286	6.60	3.05	0.5781	31.05	10.63
GOBP_FERTILIZATION	GOBP_FERTILIZATION	57	57	0.0517	0.8414	24.28	5.44	0.6555	71.92	18.68
GOBP_FEVER_GENERATION	GOBP_FEVER_GENERATION	4	4	0.0213	0.0874	-0.04	0.07	0.0462	0.12	-0.07
GOBP_FIBRINOLYSIS	GOBP_FIBRINOLYSIS	9	8	0.0260	0.6412	5.57	2.18	0.5172	4.93	3.79
GOBP_FIBROBLAST_ACTIVATION	GOBP_FIBROBLAST_ACTIVATION	5	4	0.0592	0.2856	-0.28	0.62	0.1275	0.90	0.84
GOBP_FIBROBLAST_APOPTOTIC_PROCESS	GOBP_FIBROBLAST_APOPTOTIC_PROCESS	6	6	0.0417	0.4393	-0.27	-0.61	0.3364	34.69	27.07
GOBP_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	GOBP_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	3	3	0.0205	0.2159	0.08	-0.13	0.0987	0.51	0.54
GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	24	23	0.0478	0.6269	20.16	4.75	0.4854	38.66	7.03
GOBP_FIBROBLAST_MIGRATION	GOBP_FIBROBLAST_MIGRATION	13	12	0.0645	0.6338	9.10	4.40	0.5357	15.54	10.98
GOBP_FIBROBLAST_PROLIFERATION	GOBP_FIBROBLAST_PROLIFERATION	32	32	0.1177	0.8494	6.44	5.03	0.7627	31.62	3.70
GOBP_FILOPODIUM_ASSEMBLY	GOBP_FILOPODIUM_ASSEMBLY	17	17	0.0268	0.6281	9.43	4.39	0.3855	25.11	21.82
GOBP_FLAVIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_FLAVIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	2	2	0.0204	0.3199	0.86	1.18	0.0169	7.18	2.94
GOBP_FLAVONE_METABOLIC_PROCESS	GOBP_FLAVONE_METABOLIC_PROCESS	2	2	-0.0044	-0.0028	0.00	0.02	0.0038	-0.96	-4.12
GOBP_FLAVONOID_METABOLIC_PROCESS	GOBP_FLAVONOID_METABOLIC_PROCESS	3	3	0.0120	0.0054	0.07	0.09	0.0208	-0.02	-0.54
GOBP_FLOOR_PLATE_DEVELOPMENT	GOBP_FLOOR_PLATE_DEVELOPMENT	4	3	0.0047	0.0466	-0.03	-0.01	0.0334	6.19	12.90
GOBP_FLUID_TRANSPORT	GOBP_FLUID_TRANSPORT	14	14	0.0793	0.3941	-0.24	0.28	0.3187	26.88	10.69
GOBP_FOAM_CELL_DIFFERENTIATION	GOBP_FOAM_CELL_DIFFERENTIATION	14	14	0.0457	0.5038	0.18	-1.28	0.3573	20.74	15.41
GOBP_FOCAL_ADHESION_ASSEMBLY	GOBP_FOCAL_ADHESION_ASSEMBLY	19	18	0.1055	0.7313	30.96	12.19	0.5970	28.99	4.80
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_FOLIC_ACID_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	4	3	0.0265	0.1187	0.06	0.01	0.1011	5.41	2.10
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	9	9	0.0418	0.5218	11.62	7.32	0.3131	44.41	26.81
GOBP_FOLIC_ACID_METABOLIC_PROCESS	GOBP_FOLIC_ACID_METABOLIC_PROCESS	5	4	0.0222	0.3269	3.66	7.47	0.1312	20.02	11.43
GOBP_FOLIC_ACID_TRANSPORT	GOBP_FOLIC_ACID_TRANSPORT	3	2	0.0200	0.1081	-0.18	-0.23	0.0328	-1.76	-2.28
GOBP_FOLLICLE_STIMULATING_HORMONE_SECRETION	GOBP_FOLLICLE_STIMULATING_HORMONE_SECRETION	3	2	0.0503	0.0340	-0.01	-0.03	0.0255	0.12	0.15
GOBP_FOREBRAIN_CELL_MIGRATION	GOBP_FOREBRAIN_CELL_MIGRATION	16	15	0.1104	0.5479	26.17	8.70	0.3647	8.71	3.21
GOBP_FOREBRAIN_DEVELOPMENT	GOBP_FOREBRAIN_DEVELOPMENT	108	107	0.0736	0.8575	16.97	7.28	0.7889	83.28	7.02
GOBP_FOREBRAIN_DORSAL_VENTRAL_PATTERN_FORMATION	GOBP_FOREBRAIN_DORSAL_VENTRAL_PATTERN_FORMATION	3	2	-0.0049	0.0051	0.01	-0.14	0.0327	-10.84	-1.44
GOBP_FOREBRAIN_GENERATION_OF_NEURONS	GOBP_FOREBRAIN_GENERATION_OF_NEURONS	26	25	0.0225	0.7057	5.50	5.55	0.5297	34.48	8.57
GOBP_FOREBRAIN_MORPHOGENESIS	GOBP_FOREBRAIN_MORPHOGENESIS	6	5	0.0190	0.2472	1.57	1.99	0.0847	23.71	13.32
GOBP_FOREBRAIN_NEUROBLAST_DIVISION	GOBP_FOREBRAIN_NEUROBLAST_DIVISION	3	2	0.0093	0.0092	-0.02	-0.16	0.0503	22.43	38.87
GOBP_FOREBRAIN_NEURON_DEVELOPMENT	GOBP_FOREBRAIN_NEURON_DEVELOPMENT	13	13	0.0387	0.4587	0.21	-0.29	0.3825	29.65	23.22
GOBP_FOREBRAIN_NEURON_FATE_COMMITMENT	GOBP_FOREBRAIN_NEURON_FATE_COMMITMENT	2	2	-0.0003	-0.0008	0.14	0.24	-0.0043	-0.78	0.09
GOBP_FOREBRAIN_REGIONALIZATION	GOBP_FOREBRAIN_REGIONALIZATION	9	9	0.0340	0.2266	0.34	3.76	0.2341	21.37	15.22
GOBP_FOREBRAIN_VENTRICULAR_ZONE_PROGENITOR_CELL_DIVISION	GOBP_FOREBRAIN_VENTRICULAR_ZONE_PROGENITOR_CELL_DIVISION	2	2	0.0144	0.0306	0.03	-0.04	0.0148	0.12	-0.01
GOBP_FOREGUT_MORPHOGENESIS	GOBP_FOREGUT_MORPHOGENESIS	3	2	0.0061	0.0783	0.02	0.06	0.0341	3.38	4.60
GOBP_FORELIMB_MORPHOGENESIS	GOBP_FORELIMB_MORPHOGENESIS	14	13	0.0319	0.2397	0.03	-0.25	0.3354	55.64	17.60
GOBP_FORMATE_METABOLIC_PROCESS	GOBP_FORMATE_METABOLIC_PROCESS	3	2	0.0163	0.2315	2.98	3.73	0.1086	9.20	9.02
GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX	GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX	4	4	0.0364	0.6987	7.66	7.11	0.4414	51.25	32.78
GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA	GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA	2	2	0.0352	0.0807	0.31	0.16	0.0358	17.15	19.70
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	44	43	0.0801	0.8812	30.80	7.27	0.7288	71.12	10.04
GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX	GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX	2	1	0.0547	0.3915	0.98	1.77	0.2522	12.23	7.74
GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION	GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION	2	2	0.0180	0.2468	-0.32	-0.58	0.0669	6.05	13.37
GOBP_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS	GOBP_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS	3	2	0.0348	0.3275	0.18	-0.36	0.2097	24.94	6.26
GOBP_FRUCTOSE_2_6_BISPHOSPHATE_METABOLIC_PROCESS	GOBP_FRUCTOSE_2_6_BISPHOSPHATE_METABOLIC_PROCESS	2	1	0.0168	0.0744	-0.06	-0.09	0.0360	5.00	2.55
GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS	GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS	4	3	0.0566	0.5365	0.77	0.10	0.2673	39.38	16.51
GOBP_FRUCTOSE_METABOLIC_PROCESS	GOBP_FRUCTOSE_METABOLIC_PROCESS	3	3	0.0144	0.2161	0.04	0.42	0.0844	10.86	7.03
GOBP_FRUCTOSE_TRANSMEMBRANE_TRANSPORT	GOBP_FRUCTOSE_TRANSMEMBRANE_TRANSPORT	3	2	0.0131	0.0834	0.03	-0.14	0.0373	2.19	4.31
GOBP_FUCOSE_CATABOLIC_PROCESS	GOBP_FUCOSE_CATABOLIC_PROCESS	4	4	0.0333	0.1217	0.24	0.74	0.0439	16.00	19.62
GOBP_FUCOSE_METABOLIC_PROCESS	GOBP_FUCOSE_METABOLIC_PROCESS	6	6	0.0267	0.3845	1.34	2.28	0.1089	19.91	7.15
GOBP_FUCOSYLATION	GOBP_FUCOSYLATION	6	6	0.0104	0.2986	0.17	-0.26	0.0471	30.29	27.09
GOBP_FUNGIFORM_PAPILLA_DEVELOPMENT	GOBP_FUNGIFORM_PAPILLA_DEVELOPMENT	2	2	0.0054	0.0288	-0.01	-0.20	-0.0019	8.75	4.11
GOBP_FUNGIFORM_PAPILLA_MORPHOGENESIS	GOBP_FUNGIFORM_PAPILLA_MORPHOGENESIS	2	1	0.0075	0.0264	0.00	0.08	0.0301	18.54	10.08
GOBP_FUSED_ANTRUM_STAGE	GOBP_FUSED_ANTRUM_STAGE	2	2	0.0113	-0.0043	-0.10	-0.91	0.0158	-0.06	-0.21
GOBP_G0_TO_G1_TRANSITION	GOBP_G0_TO_G1_TRANSITION	10	9	0.0609	0.5847	2.15	2.79	0.3957	55.45	11.07
GOBP_G1_TO_G0_TRANSITION	GOBP_G1_TO_G0_TRANSITION	4	4	0.0344	0.2602	-3.04	-0.90	0.0493	2.28	9.88
GOBP_G1_TO_G0_TRANSITION_INVOLVED_IN_CELL_DIFFERENTIATION	GOBP_G1_TO_G0_TRANSITION_INVOLVED_IN_CELL_DIFFERENTIATION	2	1	0.0258	0.0291	0.04	-0.02	0.0117	0.00	0.04
GOBP_G2_MI_TRANSITION_OF_MEIOTIC_CELL_CYCLE	GOBP_G2_MI_TRANSITION_OF_MEIOTIC_CELL_CYCLE	4	3	0.0134	0.3218	2.24	4.48	0.0548	24.06	32.86
GOBP_GABAERGIC_NEURON_DIFFERENTIATION	GOBP_GABAERGIC_NEURON_DIFFERENTIATION	7	7	0.0097	-0.0035	-0.01	-0.05	0.0787	-3.30	-0.77
GOBP_GALACTOLIPID_BIOSYNTHETIC_PROCESS	GOBP_GALACTOLIPID_BIOSYNTHETIC_PROCESS	3	3	0.0085	0.2083	0.27	0.78	0.0434	0.56	0.65
GOBP_GALACTOLIPID_METABOLIC_PROCESS	GOBP_GALACTOLIPID_METABOLIC_PROCESS	4	3	0.0096	0.2230	0.36	0.21	0.0258	1.70	4.07
GOBP_GALACTOSE_CATABOLIC_PROCESS	GOBP_GALACTOSE_CATABOLIC_PROCESS	3	2	0.0226	0.3519	1.87	2.14	0.0982	12.61	11.13
GOBP_GALACTOSE_CATABOLIC_PROCESS_VIA_UDP_GALACTOSE_LELOIR_PATHWAY	GOBP_GALACTOSE_CATABOLIC_PROCESS_VIA_UDP_GALACTOSE_LELOIR_PATHWAY	2	1	0.0191	0.1661	0.71	1.00	0.0425	1.26	2.46
GOBP_GALACTOSE_METABOLIC_PROCESS	GOBP_GALACTOSE_METABOLIC_PROCESS	4	4	0.0326	0.4099	3.87	2.29	0.1096	30.56	19.70
GOBP_GALACTOSE_TRANSMEMBRANE_TRANSPORT	GOBP_GALACTOSE_TRANSMEMBRANE_TRANSPORT	2	2	0.0360	0.0410	0.19	-0.03	0.0340	2.04	4.25
GOBP_GAMETE_GENERATION	GOBP_GAMETE_GENERATION	183	183	0.1171	0.9161	42.62	4.65	0.8325	91.31	7.18
GOBP_GAMMA_AMINOBUTYRIC_ACID_BIOSYNTHETIC_PROCESS	GOBP_GAMMA_AMINOBUTYRIC_ACID_BIOSYNTHETIC_PROCESS	3	2	0.0270	0.0463	-0.51	-0.87	0.0454	-0.80	-0.35
GOBP_GAMMA_AMINOBUTYRIC_ACID_IMPORT	GOBP_GAMMA_AMINOBUTYRIC_ACID_IMPORT	2	1	-0.0043	-0.0017	0.00	0.00	0.0039	0.02	0.06
GOBP_GAMMA_AMINOBUTYRIC_ACID_METABOLIC_PROCESS	GOBP_GAMMA_AMINOBUTYRIC_ACID_METABOLIC_PROCESS	3	3	0.0270	0.0418	-6.24	-6.00	0.0688	5.46	4.87
GOBP_GAMMA_AMINOBUTYRIC_ACID_RECEPTOR_CLUSTERING	GOBP_GAMMA_AMINOBUTYRIC_ACID_RECEPTOR_CLUSTERING	2	1	-0.0018	-0.0049	0.00	0.01	0.0127	0.08	0.08
GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION	GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION	3	2	0.0032	0.0199	-0.02	0.00	0.0083	0.01	-0.06
GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	11	11	0.0155	0.1760	1.03	4.30	0.0566	10.57	10.56
GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT	GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT	5	4	0.0042	0.0189	0.02	0.02	-0.0034	0.01	0.31
GOBP_GAMMA_DELTA_T_CELL_ACTIVATION	GOBP_GAMMA_DELTA_T_CELL_ACTIVATION	9	9	0.0178	0.4044	5.96	9.59	0.3102	7.40	13.78
GOBP_GAMMA_DELTA_T_CELL_DIFFERENTIATION	GOBP_GAMMA_DELTA_T_CELL_DIFFERENTIATION	5	4	0.0421	0.2598	1.21	3.02	0.2104	-2.71	-1.79
GOBP_GANGLION_DEVELOPMENT	GOBP_GANGLION_DEVELOPMENT	7	6	0.0124	0.2199	0.81	1.49	0.1451	7.25	8.56
GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS	GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS	4	4	0.0215	0.1002	0.60	0.82	0.1207	3.67	8.68
GOBP_GANGLIOSIDE_CATABOLIC_PROCESS	GOBP_GANGLIOSIDE_CATABOLIC_PROCESS	3	2	0.0167	0.2566	0.02	-0.03	0.0659	8.62	21.60
GOBP_GANGLIOSIDE_METABOLIC_PROCESS	GOBP_GANGLIOSIDE_METABOLIC_PROCESS	8	7	0.0373	0.3480	-0.13	-0.04	0.2653	25.41	13.90
GOBP_GAP_JUNCTION_ASSEMBLY	GOBP_GAP_JUNCTION_ASSEMBLY	8	8	0.0479	0.3138	-0.07	-0.47	0.3635	30.20	26.61
GOBP_GAP_JUNCTION_MEDIATED_INTERCELLULAR_TRANSPORT	GOBP_GAP_JUNCTION_MEDIATED_INTERCELLULAR_TRANSPORT	2	2	0.0062	0.1055	0.87	2.03	0.0283	26.73	48.87
GOBP_GASTRIC_ACID_SECRETION	GOBP_GASTRIC_ACID_SECRETION	6	6	0.0373	0.1374	0.19	0.66	0.0485	2.89	2.19
GOBP_GASTRIC_MOTILITY	GOBP_GASTRIC_MOTILITY	2	2	0.0273	0.0106	0.06	0.03	0.0198	13.54	16.42
GOBP_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION	GOBP_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION	4	4	0.0575	0.0541	-0.29	-0.23	0.0129	0.10	0.04
GOBP_GASTRULATION	GOBP_GASTRULATION	59	59	0.0868	0.9031	15.70	5.37	0.7978	77.06	6.04
GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND	GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND	6	6	0.0304	0.1583	3.82	0.80	0.1581	12.39	17.56
GOBP_GAS_TRANSPORT	GOBP_GAS_TRANSPORT	8	8	0.0229	0.2839	9.11	1.14	0.1139	-4.26	-11.98
GOBP_GDP_L_FUCOSE_METABOLIC_PROCESS	GOBP_GDP_L_FUCOSE_METABOLIC_PROCESS	2	2	0.0169	0.1783	1.46	2.64	0.0691	13.66	23.27
GOBP_GDP_MANNOSE_METABOLIC_PROCESS	GOBP_GDP_MANNOSE_METABOLIC_PROCESS	2	2	0.0267	0.2754	1.50	1.23	0.0937	11.41	9.94
GOBP_GDP_METABOLIC_PROCESS	GOBP_GDP_METABOLIC_PROCESS	3	3	0.0217	0.2005	1.11	4.18	0.1161	21.86	11.09
GOBP_GENERAL_ADAPTATION_SYNDROME	GOBP_GENERAL_ADAPTATION_SYNDROME	3	2	0.0216	-0.0034	-0.03	-0.01	0.0004	-0.01	0.04
GOBP_GENERAL_ADAPTATION_SYNDROME_BEHAVIORAL_PROCESS	GOBP_GENERAL_ADAPTATION_SYNDROME_BEHAVIORAL_PROCESS	2	2	-0.0019	-0.0033	0.00	-0.02	-0.0035	0.08	0.35
GOBP_GENERATION_OF_NEURONS	GOBP_GENERATION_OF_NEURONS	413	412	0.1494	0.9743	65.92	5.06	0.9474	94.94	3.45
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	107	106	0.1608	0.9685	62.84	4.32	0.9163	92.16	6.43
GOBP_GENITALIA_DEVELOPMENT	GOBP_GENITALIA_DEVELOPMENT	14	13	0.0302	0.4931	4.36	2.29	0.3540	50.83	33.20
GOBP_GENITALIA_MORPHOGENESIS	GOBP_GENITALIA_MORPHOGENESIS	3	2	0.0166	0.0101	-0.01	0.05	0.0071	0.10	1.77
GOBP_GENOMIC_IMPRINTING	GOBP_GENOMIC_IMPRINTING	4	4	0.0244	0.1506	0.30	0.62	0.0604	8.18	17.80
GOBP_GEPHYRIN_CLUSTERING_INVOLVED_IN_POSTSYNAPTIC_DENSITY_ASSEMBLY	GOBP_GEPHYRIN_CLUSTERING_INVOLVED_IN_POSTSYNAPTIC_DENSITY_ASSEMBLY	3	2	0.0265	0.0070	0.00	0.09	0.0274	7.94	4.48
GOBP_GERMINAL_CENTER_B_CELL_DIFFERENTIATION	GOBP_GERMINAL_CENTER_B_CELL_DIFFERENTIATION	3	3	0.0339	0.1810	-0.89	-3.67	0.1237	0.48	1.40
GOBP_GERMINAL_CENTER_FORMATION	GOBP_GERMINAL_CENTER_FORMATION	5	4	0.0404	0.2950	0.98	1.03	0.1796	7.54	12.96
GOBP_GERM_CELL_MIGRATION	GOBP_GERM_CELL_MIGRATION	4	3	0.0157	0.0849	-0.02	0.01	0.0597	0.20	-0.22
GOBP_GERM_CELL_PROLIFERATION	GOBP_GERM_CELL_PROLIFERATION	3	3	0.0951	0.1051	-1.66	1.45	0.0466	2.97	2.69
GOBP_GERM_LINE_STEM_CELL_POPULATION_MAINTENANCE	GOBP_GERM_LINE_STEM_CELL_POPULATION_MAINTENANCE	2	2	-0.0018	-0.0024	-1.14	-3.53	-0.0022	0.03	0.14
GOBP_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	GOBP_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	3	3	0.0149	0.2106	4.34	4.99	0.1452	0.29	2.59
GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	13	12	0.0547	0.5216	2.07	1.97	0.2703	20.32	8.75
GOBP_GLANDULAR_EPITHELIAL_CELL_MATURATION	GOBP_GLANDULAR_EPITHELIAL_CELL_MATURATION	2	2	0.0237	0.2135	-0.62	-1.08	0.0505	-0.24	0.38
GOBP_GLAND_DEVELOPMENT	GOBP_GLAND_DEVELOPMENT	139	139	0.1543	0.9440	48.03	5.45	0.8874	90.08	7.69
GOBP_GLAND_MORPHOGENESIS	GOBP_GLAND_MORPHOGENESIS	44	44	0.0801	0.8223	12.09	5.06	0.7131	75.38	17.32
GOBP_GLIAL_CELL_ACTIVATION	GOBP_GLIAL_CELL_ACTIVATION	17	17	0.0492	0.6027	14.24	5.21	0.5485	10.64	3.15
GOBP_GLIAL_CELL_APOPTOTIC_PROCESS	GOBP_GLIAL_CELL_APOPTOTIC_PROCESS	6	5	0.0282	0.5020	1.27	1.69	0.2201	12.70	5.45
GOBP_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	6	6	0.0479	0.4061	5.63	4.17	0.3059	-1.09	-2.17
